gname,iyear,country,attacktype1,weaptype1,targtype1
Karen National Union,2013,138,3,6,1
Karen National Union,2013,138,3,6,15
Lashkar-e-Balochistan,2013,153,3,6,3
Taliban,2013,4,3,6,14
Revolutionary Armed Forces of Colombia (FARC),2013,45,2,5,19
Abu Sayyaf Group (ASG),2013,160,6,5,14
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,5,4
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,5,3
Baloch Liberation Front (BLF),2013,153,6,5,15
Mujahideen Ansar,2013,153,1,6,2
Muslim extremists,2013,208,2,5,3
Ansar al-Sharia (Tunisia),2013,208,9,13,4
Ansar al-Sharia (Tunisia),2013,208,2,5,4
Taliban,2013,4,2,6,3
Taliban,2013,4,6,13,3
Baloch Liberation Front (BLF),2013,153,3,6,4
Al-Shabaab,2013,182,9,13,4
Karen National Union,2013,138,3,6,14
Communist Party of India - Maoist (CPI-Maoist),2013,92,3,6,3
Maoists,2013,92,3,6,2
Ansar al-Sharia (Tunisia),2013,208,2,5,3
National Liberation Army of Colombia (ELN),2013,45,6,5,21
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,5,4
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,9,13,4
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,9,13,4
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,9,13,4
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,5,3
Palestinian Extremists,2013,155,8,10,4
Al-Shabaab,2013,182,3,6,4
Al-Shabaab,2013,182,3,6,4
Al-Shabaab,2013,104,2,5,1
Mozambique National Resistance Movement (MNR),2013,137,2,5,4
Revolutionary Armed Forces of Colombia (FARC),2013,45,6,13,3
Moro Islamic Liberation Front (MILF),2013,160,9,13,14
Moro Islamic Liberation Front (MILF),2013,160,9,13,14
Al-Shabaab,2013,182,3,6,3
Taliban,2013,4,3,6,4
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,3,6,4
M23,2013,229,2,5,7
Dissident Republicans,2013,603,3,6,8
Oglaigh na hEireann,2013,603,7,8,1
Revolutionary Armed Forces of Colombia (FARC),2013,45,6,5,3
Hizb-I-Islami,2013,4,3,6,4
Al-Shabaab,2013,182,3,6,4
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,1,5,2
Al-Nusrah Front,2013,200,3,6,4
Ansar Bayt al-Maqdis (Ansar Jerusalem),2013,60,3,6,4
Ansar Bayt al-Maqdis (Ansar Jerusalem),2013,60,3,6,14
Separatists,2013,205,3,6,4
Separatists,2013,205,3,6,3
Taliban,2013,4,6,5,3
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,3,6,1
Taliban,2013,4,3,6,14
Al-Nusrah Front,2013,200,3,6,4
David Yau Yau Militia,2013,1004,6,6,14
David Yau Yau Militia,2013,1004,6,6,14
David Yau Yau Militia,2013,1004,6,6,14
Maoists,2013,92,7,5,1
Ansar Bayt al-Maqdis (Ansar Jerusalem),2013,60,2,5,14
Boko Haram,2013,147,2,5,14
Taliban,2013,4,3,6,4
Taliban,2013,4,2,5,3
Taliban,2013,4,2,5,14
Baloch Republican Army (BRA),2013,153,3,6,19
New People's Army (NPA),2013,160,3,6,4
New People's Army (NPA),2013,160,3,6,4
Islamic State of Iraq and the Levant (ISIL),2013,95,5,6,3
Taliban,2013,4,3,6,3
Taliban,2013,4,3,6,4
Taliban,2013,4,3,6,4
Boko Haram,2013,147,2,6,17
Boko Haram,2013,147,2,6,17
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,9,13,4
Bangsamoro Islamic Freedom Movement (BIFM),2013,160,3,6,4
Al-Shabaab,2013,182,2,5,4
Jamaat-E-Islami (Bangladesh),2013,19,2,8,3
Jamaat-E-Islami (Bangladesh),2013,19,2,8,3
Dissident Republicans,2013,603,3,6,3
Revolutionary Armed Forces of Colombia (FARC),2013,45,3,6,21
Boko Haram,2013,147,2,6,14
Movement for the Emancipation of the Niger Delta (MEND),2013,147,3,6,1
Abu Sayyaf Group (ASG),2013,160,6,5,1
Mozambique National Resistance Movement (MNR),2013,137,2,5,3
New People's Army (NPA),2013,160,6,5,1
Taliban,2013,4,2,5,3
Taliban,2013,4,2,5,3
Jamaat-E-Islami (Bangladesh),2013,19,2,8,3
Ansar al-Dine (Mali),2013,123,3,6,7
Communist Party of Nepal-Maoist (Baidya),2013,141,2,8,22
Taliban,2013,4,6,5,2
Taliban,2013,4,2,6,3
Movement for the Emancipation of the Niger Delta (MEND),2013,147,6,5,11
Taliban,2013,4,3,6,2
Communist Party of Nepal-Maoist (Baidya),2013,141,1,8,22
Allied Democratic Forces (ADF),2013,229,6,13,2
Paraguayan People's Army (EPP),2013,158,3,6,3
Paraguayan People's Army (EPP),2013,158,6,5,1
Ansar al-Sharia (Tunisia),2013,208,9,13,4
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,4
Taliban,2013,4,2,5,3
New People's Army (NPA),2013,160,2,5,4
New People's Army (NPA),2013,160,6,5,14
Taliban,2013,4,3,6,20
Boko Haram,2013,147,2,6,4
Boko Haram,2013,147,2,6,3
Boko Haram,2013,147,2,6,3
Boko Haram,2013,147,2,6,3
Boko Haram,2013,147,2,6,3
Boko Haram,2013,147,2,6,1
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,1,5,2
Taliban,2013,4,2,5,4
Maoists,2013,92,1,5,2
Al-Shabaab,2013,182,9,13,4
Al-Nusrah Front,2013,200,3,6,15
Jaish al-Adl,2013,94,2,5,3
Dissident Republicans,2013,603,3,6,3
Dissident Republicans,2013,603,3,6,3
National Democratic Front of Bodoland (NDFB),2013,92,2,5,14
Communist Party of Nepal-Maoist (Baidya),2013,141,9,13,22
Madhesh Rastra Janatantrik Revolutionary (RJR) - Nepal,2013,141,3,6,22
Madhesh Rastra Janatantrik Revolutionary (RJR) - Nepal,2013,141,3,6,22
Communist Party of Nepal-Maoist (Baidya),2013,141,9,13,22
Maoists,2013,92,6,13,14
Boko Haram,2013,147,2,5,3
Al-Shabaab,2013,182,3,6,4
Movement for the Emancipation of the Niger Delta (MEND),2013,147,6,5,2
Taliban,2013,4,6,5,12
Taliban,2013,4,3,6,2
Mozambique National Resistance Movement (MNR),2013,137,2,5,19
Taliban,2013,4,2,5,3
Al-Shabaab,2013,182,9,13,4
Boko Haram,2013,147,2,6,4
Al-Shabaab,2013,182,6,13,14
Indian Mujahideen,2013,92,3,6,19
Indian Mujahideen,2013,92,3,6,14
Indian Mujahideen,2013,92,3,6,22
Indian Mujahideen,2013,92,3,6,22
Indian Mujahideen,2013,92,3,6,22
Indian Mujahideen,2013,92,3,6,22
Indian Mujahideen,2013,92,3,6,22
Taliban,2013,4,3,6,14
Maoists,2013,92,3,6,14
Tehrik-i-Taliban Pakistan (TTP),2013,153,2,5,4
Taliban,2013,4,3,6,4
Taliban,2013,4,7,5,2
Communist Party of Nepal-Maoist (Baidya),2013,141,7,8,22
Communist Party of Nepal-Maoist (Baidya),2013,141,7,8,22
Communist Party of Nepal-Maoist (Baidya),2013,141,7,8,22
Communist Party of Nepal-Maoist (Baidya),2013,141,9,13,22
New People's Army (NPA),2013,160,2,5,2
Eastern Turkistan Islamic Movement (ETIM),2013,44,2,8,14
Muslim extremists,2013,228,3,6,14
Taliban,2013,4,2,5,3
Kurdistan Workers' Party (PKK),2013,209,2,9,4
Dissident Republicans,2013,603,3,6,2
Dissident Republicans,2013,603,3,6,2
Indian Mujahideen,2013,92,3,6,22
Indian Mujahideen,2013,92,3,6,22
Indian Mujahideen,2013,92,3,6,3
Mayi Mayi,2013,229,2,5,4
Mayi Mayi,2013,229,2,5,4
Taliban,2013,4,3,6,4
Al-Shabaab,2013,182,3,6,4
Mozambique National Resistance Movement (MNR),2013,137,7,13,14
Mozambique National Resistance Movement (MNR),2013,137,6,5,14
Al-Shabaab,2013,182,9,13,4
Ansar al-Sharia (Tunisia),2013,208,3,6,14
Ansar al-Sharia (Tunisia),2013,208,3,6,14
New People's Army (NPA),2013,160,7,8,1
Communist Party of Nepal-Maoist (Baidya),2013,141,7,8,22
Houthi extremists (Ansar Allah),2013,228,3,6,15
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,6,2
Taliban,2013,4,2,5,3
Muslim extremists,2013,123,3,6,6
National Democratic Front of Bodoland (NDFB),2013,92,2,5,4
Taliban,2013,4,2,5,3
Taliban,2013,4,9,13,3
Taliban,2013,4,3,6,2
Al-Shabaab,2013,182,3,6,1
Mozambique National Resistance Movement (MNR),2013,137,7,8,4
Taliban,2013,4,3,6,14
Communist Party of Nepal-Maoist (Baidya),2013,141,9,13,22
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Maoists,2013,92,2,5,3
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,5,4
Houthi extremists (Ansar Allah),2013,228,2,5,4
Taliban,2013,4,2,5,4
Al-Shabaab,2013,182,1,6,2
Hamas (Islamic Resistance Movement),2013,155,3,6,4
Boko Haram,2013,147,2,5,1
Jaish-e-Islam,2013,153,2,5,14
Baloch Liberation Front (BLF),2013,153,2,5,4
Communist Party of Nepal-Maoist (Baidya),2013,141,3,6,22
Taliban,2013,4,3,6,4
Tehrik-i-Taliban Pakistan (TTP),2013,153,2,5,1
Anti-Government extremists,2013,217,2,5,6
Al-Qaida in the Islamic Maghreb (AQIM),2013,123,6,9,10
Boko Haram,2013,147,2,5,14
Boko Haram,2013,147,9,13,19
New People's Army (NPA),2013,160,3,6,4
People's Liberation Front of India,2013,92,2,5,14
Communist Party of India - Maoist (CPI-Maoist),2013,92,3,6,3
Separatists,2013,205,2,5,2
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,5,4
Mozambique National Resistance Movement (MNR),2013,137,2,5,14
Mozambique National Resistance Movement (MNR),2013,137,2,5,4
Bangsamoro Islamic Freedom Movement (BIFM),2013,160,3,6,1
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,3,6,4
Taliban,2013,4,3,6,3
Garo National Liberation Army,2013,92,3,6,3
Neo-Nazi extremists,2013,167,8,9,14
Revolutionary Armed Forces of Colombia (FARC),2013,45,3,6,3
Revolutionary Armed Forces of Colombia (FARC),2013,45,2,5,3
Revolutionary Armed Forces of Colombia (FARC),2013,45,2,5,4
Muslim extremists,2013,200,1,13,4
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,3,6,21
Taliban,2013,4,3,6,14
Taliban,2013,4,3,6,14
Taliban,2013,4,2,5,2
Taliban,2013,4,2,5,14
Sunni Muslim extremists,2013,153,2,5,14
Sunni Muslim extremists,2013,153,2,5,14
Sunni Muslim extremists,2013,153,2,5,14
Sunni Muslim extremists,2013,153,2,5,14
Moro Islamic Liberation Front (MILF),2013,160,7,8,8
Al-Shabaab,2013,182,9,13,4
Movement for Oneness and Jihad in West Africa (MUJAO),2013,123,3,6,19
Maoists,2013,92,3,6,4
M23,2013,229,3,6,14
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,6,4
Abu Sayyaf Group (ASG),2013,160,6,5,1
Taliban,2013,4,3,6,3
Sindhu Desh Liberation Army (SDLA),2013,153,3,6,19
Garo National Liberation Army,2013,92,2,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,4
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,10
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,2,5,4
Oglaigh na hEireann,2013,603,2,5,14
Mozambique National Resistance Movement (MNR),2013,137,2,5,4
Mozambique National Resistance Movement (MNR),2013,137,2,5,14
Revolutionary Armed Forces of Colombia (FARC),2013,45,3,6,3
Taliban,2013,4,9,13,3
Jaish al-Adl,2013,94,2,5,2
Free Syrian Army,2013,200,3,6,2
Maoists,2013,92,9,13,22
New People's Army (NPA),2013,160,6,13,1
Taliban,2013,4,3,6,2
Baloch Republican Army (BRA),2013,153,2,5,4
Al-Shabaab,2013,182,2,5,8
Maoists,2013,92,3,6,20
Communist Party of India - Maoist (CPI-Maoist),2013,92,7,8,1
Taliban,2013,4,3,6,2
Taliban,2013,4,3,6,19
Dissident Republicans,2013,603,3,6,3
Azawad National Liberation Movement (MNLA),2013,123,9,13,7
Al-Shabaab,2013,182,3,6,1
Al-Shabaab,2013,182,2,5,3
Al-Shabaab,2013,182,3,6,2
Houthi extremists (Ansar Allah),2013,228,3,6,15
Achik National Volunteer Council-B (ANVC-B),2013,92,2,5,4
Communist Party of Nepal-Maoist (Baidya),2013,141,6,13,22
Maoists,2013,92,6,5,14
Communist Party of India - Maoist (CPI-Maoist),2013,92,7,5,14
Taliban,2013,4,6,13,2
Taliban,2013,4,6,5,2
Fulani extremists,2013,147,2,5,14
Communist Party of Nepal-Maoist (Baidya),2013,141,3,6,22
Maoists,2013,92,3,6,2
Communist Party of Nepal-Maoist (Baidya),2013,141,2,5,22
Tribesmen,2013,228,6,5,2
Taliban,2013,4,2,5,4
Taliban,2013,4,2,5,4
Maoists,2013,92,3,6,3
Maoists,2013,92,1,5,17
Maoists,2013,92,3,6,2
Maoists,2013,92,3,6,2
Maoists,2013,92,3,6,3
Garo National Liberation Army,2013,92,6,13,1
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Taliban,2013,4,3,6,3
Communist Party of Nepal-Maoist (Baidya),2013,141,3,6,20
Taliban,2013,4,3,6,20
Communist Party of Nepal-Maoist (Baidya),2013,141,3,6,20
Communist Party of Nepal-Maoist (Baidya),2013,141,3,6,20
Communist Party of Nepal-Maoist (Baidya),2013,141,3,6,20
Baloch Liberation Front (BLF),2013,153,3,6,2
Al-Shabaab,2013,182,2,5,4
Maoists,2013,92,3,6,3
Maoists,2013,92,2,5,3
Maoists,2013,92,3,6,20
Maoists,2013,92,3,6,2
Al-Shabaab,2013,182,3,6,2
Garo National Liberation Army,2013,92,6,5,14
Taliban,2013,4,2,5,3
New People's Army (NPA),2013,160,3,6,4
New People's Army (NPA),2013,160,3,6,4
Communist Party of Nepal-Maoist (Baidya),2013,141,2,8,19
Maoists,2013,92,3,6,2
Maoists,2013,92,9,13,2
Maoists,2013,92,3,6,2
Maoists,2013,92,3,6,2
Maoists,2013,92,9,13,2
Maoists,2013,92,2,5,3
Separatists,2013,205,2,5,4
Maoists,2013,92,3,6,4
Sudan Revolutionary Front (SRF),2013,195,9,13,14
Maoists,2013,92,2,5,3
Maoists,2013,92,3,6,4
Maoists,2013,92,3,6,2
Boko Haram,2013,37,6,5,15
Taliban,2013,4,9,13,3
Separatists,2013,205,2,5,3
Boko Haram,2013,147,2,5,14
Boko Haram,2013,147,2,5,14
Boko Haram,2013,147,2,5,14
Boko Haram,2013,147,2,5,14
Boko Haram,2013,147,2,5,14
Boko Haram,2013,147,2,5,14
Communist Party of Nepal-Maoist (Baidya),2013,141,1,6,22
Taliban,2013,4,3,6,14
Movement for the Emancipation of the Niger Delta (MEND),2013,147,2,5,4
Lashkar-e-Jhangvi,2013,153,3,6,3
Taliban,2013,4,7,8,3
Taliban,2013,4,7,8,3
Ansar al-Sharia (Tunisia),2013,208,3,6,1
Taliban,2013,4,7,8,3
Taliban,2013,4,7,8,3
Taliban,2013,4,7,8,3
Taliban,2013,4,7,8,3
Taliban,2013,4,7,8,3
Taliban,2013,4,7,8,3
Ansar al-Sharia (Tunisia),2013,208,3,6,15
Taliban,2013,4,7,8,3
Taliban,2013,4,7,8,3
Maoists,2013,92,2,5,4
Taliban,2013,153,2,5,3
Muslim extremists,2013,113,2,5,2
Separatists,2013,205,3,6,4
Communist Party of Nepal-Maoist (Baidya),2013,141,2,8,1
Communist Party of Nepal-Maoist (Baidya),2013,141,2,8,19
Garo National Liberation Army,2013,92,6,6,2
Israeli extremists,2013,155,2,8,14
Revolutionary Armed Forces of Colombia (FARC),2013,45,2,5,4
Taliban,2013,4,3,6,14
Movement for Oneness and Jihad in West Africa (MUJAO),2013,123,3,6,4
Houthi extremists (Ansar Allah),2013,228,3,6,8
Al-Shabaab,2013,182,1,5,4
Revolutionary Armed Forces of Colombia (FARC),2013,45,3,6,3
Revolutionary Armed Forces of Colombia (FARC),2013,45,3,6,4
Abu Sayyaf Group (ASG),2013,121,6,5,1
Jaish al-Adl,2013,94,9,13,3
Kurdistan Workers' Party (PKK),2013,209,2,6,4
Manipur Naga People's Army (MNPA),2013,92,3,6,14
Mozambique National Resistance Movement (MNR),2013,137,2,5,14
Sunni Muslim extremists,2013,153,2,5,14
Al-Nusrah Front,2013,200,6,13,15
Taliban,2013,4,3,6,14
Taliban,2013,4,3,6,3
Al-Shabaab,2013,182,2,5,4
Abu Sayyaf Group (ASG),2013,160,6,5,2
Hizbul Mujahideen (HM),2013,92,2,6,4
Tehrik-i-Taliban Pakistan (TTP),2013,153,3,6,3
Taliban,2013,4,6,9,3
Seleka,2013,37,2,5,14
Khasi Students Union,2013,92,2,8,1
New People's Army (NPA),2013,160,7,13,1
New People's Army (NPA),2013,160,7,13,1
New People's Army (NPA),2013,160,7,13,1
New People's Army (NPA),2013,160,6,13,14
Ansar Bayt al-Maqdis (Ansar Jerusalem),2013,60,1,5,2
Taliban,2013,4,3,6,8
Communist Party of Nepal-Maoist (Baidya),2013,141,2,8,19
Abu Sayyaf Group (ASG),2013,160,3,6,4
Justice and Equality Movement (JEM),2013,195,3,6,4
Communist Party of Nepal-Maoist (Baidya),2013,141,7,8,19
Houthi extremists (Ansar Allah),2013,228,3,6,8
Taliban,2013,4,3,6,14
Al-Shabaab,2013,182,3,6,4
Baloch Republican Army (BRA),2013,153,6,5,1
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,6,3
People's Liberation Army (India),2013,92,3,6,2
Abu Sayyaf Group (ASG),2013,160,6,5,2
Maoists,2013,92,3,6,4
Bangladesh Nationalist Party (BNP),2013,19,7,8,19
Bangladesh Nationalist Party (BNP),2013,19,7,8,19
Bangladesh Nationalist Party (BNP),2013,19,7,8,14
Bangladesh Nationalist Party (BNP),2013,19,7,8,14
New People's Army (NPA),2013,160,2,5,4
Islamic State of Iraq and the Levant (ISIL),2013,95,1,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,2
Communist Party of Nepal-Maoist (Baidya),2013,141,7,8,19
Communist Party of Nepal-Maoist (Baidya),2013,141,6,13,2
Maoists,2013,92,7,5,3
Abdullah Azzam Brigades,2013,110,3,6,7
Abdullah Azzam Brigades,2013,110,3,6,7
Al-Shabaab,2013,182,3,6,3
Revolutionary Armed Forces of Colombia (FARC),2013,45,3,6,3
Al-Shabaab,2013,182,9,13,14
Sudan People's Liberation Movement - North,2013,195,3,6,8
Maoists,2013,92,2,5,14
New People's Army (NPA),2013,160,7,5,1
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,3,6,20
New People's Army (NPA),2013,160,9,13,4
Ansar Bayt al-Maqdis (Ansar Jerusalem),2013,60,3,6,4
The New Irish Republican Army,2013,603,3,6,3
Taliban,2013,4,1,5,3
Mujahideen Ansar,2013,153,3,6,4
United Baloch Army (UBA),2013,153,3,6,3
United Baloch Army (UBA),2013,153,3,6,3
United Baloch Army (UBA),2013,153,3,6,14
United Democratic Liberation Army (UDLA),2013,92,6,5,1
Tehrik-i-Taliban Pakistan (TTP),2013,153,2,6,3
Taliban,2013,4,3,6,4
Taliban,2013,4,1,6,3
National Liberation Force of Bengalis (Bangali Janamukti Bahini),2013,92,3,6,19
National Liberation Force of Bengalis (Bangali Janamukti Bahini),2013,92,3,6,14
National Liberation Force of Bengalis (Bangali Janamukti Bahini),2013,92,3,6,20
Taliban,2013,4,3,6,1
Garo National Liberation Army,2013,92,6,5,2
Islamic State of Iraq and the Levant (ISIL),2013,200,3,6,4
Islamic State of Iraq and the Levant (ISIL),2013,200,3,6,4
Islamic State of Iraq and the Levant (ISIL),2013,200,3,6,1
Garo National Liberation Army,2013,92,6,5,14
Taliban,2013,4,3,6,4
Boko Haram,2013,147,2,5,14
United Baloch Army (UBA),2013,153,3,6,4
Lashkar-e-Balochistan,2013,153,3,6,3
Tehrik-i-Taliban Pakistan (TTP),2013,153,3,6,2
Lashkar-e-Islam (Pakistan),2013,153,6,5,8
Free Syrian Army,2013,200,3,6,14
Taliban,2013,4,9,13,3
Houthi extremists (Ansar Allah),2013,228,3,6,14
Tehrik-i-Taliban Pakistan (TTP),2013,153,3,6,14
Tehrik-i-Taliban Pakistan (TTP),2013,153,3,6,14
Revolutionary Armed Forces of Colombia (FARC),2013,45,9,13,3
Taliban,2013,4,2,5,10
Taliban,2013,4,9,13,4
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,9,13,3
Al-Shabaab,2013,182,1,5,2
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,15
New People's Army (NPA),2013,160,2,5,4
Dissident Republicans,2013,603,4,13,3
National Liberation Front of Tripura (NLFT),2013,92,6,5,14
Muslim extremists,2013,95,2,5,4
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,15
People's Liberation Front of India,2013,92,2,9,14
Taliban,2013,4,3,6,4
Azawad National Liberation Movement (MNLA),2013,123,9,13,2
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,5,3
Boko Haram,2013,147,2,5,14
Boko Haram,2013,147,2,5,14
Mujahideen Ansar,2013,153,3,6,4
New People's Army (NPA),2013,160,2,5,4
New People's Army (NPA),2013,160,6,5,14
Maoists,2013,92,3,6,20
Oglaigh na hEireann,2013,603,4,6,1
Ansar al-Sharia (Libya),2013,113,2,6,4
Baloch Liberation Army (BLA),2013,153,1,5,14
Al-Shabaab,2013,182,3,6,4
Al-Shabaab,2013,182,3,6,4
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,1
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,1
United National Liberation Front (UNLF),2013,92,3,6,4
National Democratic Front of Bodoland (NDFB),2013,92,3,6,1
Taliban,2013,4,3,6,8
National Democratic Front of Bodoland (NDFB),2013,92,6,13,14
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,5,1
Baloch Liberation Army (BLA),2013,153,3,6,4
Separatists,2013,205,3,6,4
People's Liberation Army (India),2013,92,3,6,14
Taliban,2013,4,3,6,14
People's Liberation Front of India,2013,92,2,5,14
Dissident Republicans,2013,603,3,6,21
New People's Army (NPA),2013,160,5,5,1
Taliban,2013,4,6,5,2
Fulani extremists,2013,147,2,5,14
Fulani extremists,2013,147,2,5,14
Fulani extremists,2013,147,2,5,14
Fulani extremists,2013,147,2,5,14
Taliban,2013,4,2,5,3
Maoists,2013,92,2,6,3
Islamic State of Iraq and the Levant (ISIL),2013,200,6,13,10
Taliban,2013,4,3,6,19
Shining Path (SL),2013,159,2,5,4
Maoists,2013,92,3,6,3
Revolutionary Armed Forces of Colombia (FARC),2013,45,3,6,21
Revolutionary Armed Forces of Colombia (FARC),2013,45,3,6,21
Boko Haram,2013,147,2,5,14
Separatists,2013,205,3,6,3
Taliban,2013,4,2,5,12
Taliban,2013,4,3,6,19
New People's Army (NPA),2013,160,2,5,4
Ansar al-Sharia (Libya),2013,113,3,6,4
Taliban,2013,4,3,6,14
Taliban,2013,4,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,20
Al-Shabaab,2013,182,3,6,4
Boko Haram,2013,147,2,5,14
Taliban,2013,4,2,5,3
Islamic State of Iraq and the Levant (ISIL),2013,95,6,5,4
Islamic State of Iraq and the Levant (ISIL),2013,200,6,9,10
Al-Shabaab,2013,182,2,5,4
Taliban,2013,4,3,6,4
Maoists,2013,92,2,5,3
Houthi extremists (Ansar Allah),2013,228,2,5,14
Al-Shabaab,2013,182,1,5,2
Boko Haram,2013,147,2,5,14
Maoists,2013,92,6,5,3
Tehrik-i-Taliban Pakistan (TTP),2013,153,2,5,4
Baloch Liberation Front (BLF),2013,153,2,5,2
Al-Shabaab,2013,182,9,13,4
Al-Shabaab,2013,182,9,13,4
New People's Army (NPA),2013,160,2,5,14
Muslim extremists,2013,228,1,5,4
Ulster Freedom Fighters (UFF),2013,603,2,8,14
Taliban,2013,4,3,6,14
Jund al-Sham for Tawhid and Jihad,2013,110,2,5,22
Al-Shabaab,2013,182,9,13,9
Boko Haram,2013,147,2,5,4
Jaish al-Adl,2013,94,9,13,3
Taliban,2013,4,3,6,3
Al-Nusrah Front,2013,200,6,13,15
Anti-Balaka Militia,2013,41,2,5,14
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,5,4
Tehrik-i-Taliban Pakistan (TTP),2013,153,2,6,10
Boko Haram,2013,147,2,5,4
Boko Haram,2013,147,2,6,1
Boko Haram,2013,147,2,6,1
Boko Haram,2013,147,2,6,3
Boko Haram,2013,147,2,6,4
Boko Haram,2013,147,2,5,6
Taliban,2013,4,2,5,4
Al-Shabaab,2013,182,2,5,2
Al-Shabaab,2013,182,3,6,4
Al-Shabaab,2013,182,3,6,4
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,6,13,3
Revolutionary Armed Forces of Colombia (FARC),2013,45,2,6,4
National Liberation Army of Colombia (ELN),2013,45,3,6,21
Lord's Resistance Army (LRA),2013,41,6,13,14
Taliban,2013,4,3,6,3
Taliban,2013,4,3,6,14
Taliban,2013,4,3,6,14
Maoists,2013,92,3,6,3
Al-Nusrah Front,2013,200,3,6,2
Al-Shabaab,2013,182,2,5,4
Taliban,2013,4,3,6,4
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,5,6,1
Islamic State of Iraq and the Levant (ISIL),2013,200,6,5,10
Communist Party of India - Maoist (CPI-Maoist),2013,92,3,6,8
New People's Army (NPA),2013,160,9,13,14
Revolutionary Armed Forces of Colombia (FARC),2013,45,3,6,4
Taliban,2013,4,3,6,14
Maoists,2013,92,6,13,14
Tehrik-i-Taliban Pakistan (TTP),2013,153,2,5,4
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,3,6,2
Al-Shabaab,2013,182,3,6,4
The New Irish Republican Army,2013,603,2,5,3
Anti-Balaka Militia,2013,41,2,5,15
Taliban,2013,4,2,5,3
Moro Islamic Liberation Front (MILF),2013,160,6,5,3
Moro Islamic Liberation Front (MILF),2013,160,6,13,14
Al-Shabaab,2013,182,9,13,4
Taliban,2013,4,2,5,4
Garo National Liberation Army,2013,92,6,5,14
Corsican Nationalists,2013,69,3,6,3
Corsican Nationalists,2013,69,3,6,3
Revolutionary Armed Forces of Colombia (FARC),2013,45,2,5,3
Dissident Republicans,2013,603,2,5,3
Communist Party of India - Maoist (CPI-Maoist),2013,92,1,9,10
Islamic State of Iraq and the Levant (ISIL),2013,200,3,6,4
National Democratic Front of Bodoland (NDFB),2013,92,6,13,3
Garo National Liberation Army,2013,92,2,5,14
Garo National Liberation Army,2013,92,6,13,14
Garo National Liberation Army,2013,92,6,13,14
Revolutionary Armed Forces of Colombia (FARC),2013,45,6,5,14
Taliban,2013,4,2,5,3
Revolutionary Armed Forces of Colombia (FARC),2013,45,3,6,2
Houthi extremists (Ansar Allah),2013,228,9,13,14
Houthi extremists (Ansar Allah),2013,228,9,13,14
Houthi extremists (Ansar Allah),2013,228,3,6,15
Houthi extremists (Ansar Allah),2013,228,3,6,15
Al-Shabaab,2013,182,2,9,14
Al-Shabaab,2013,182,6,13,14
Taliban,2013,4,2,6,4
Maoists,2013,92,2,9,14
Maoists,2013,92,7,8,1
Maoists,2013,92,2,5,16
Baloch Liberation Front (BLF),2013,153,2,6,4
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,5,2
Sudan People's Liberation Movement - North,2013,195,2,5,4
